species_id,scientific_name,IUCN Genus,IUCN Species,redlist_status,common_name,Time stamp IUCN,Comment,url
947,Keratoisis zelandica,Keratoisis,zelandica,NE,N/A,NE,,N/A
948,Kionotrochus suteri,Kionotrochus,suteri,NE,Delicate Ivory Bush Coral,NE,,N/A
949,Labyrinthocyathus delicatus,Labyrinthocyathus,delicatus,NE,N/A,NE,,N/A
950,Labyrinthocyathus facetus,Labyrinthocyathus,facetus,NE,N/A,NE,,N/A
951,Labyrinthocyathus langae,Labyrinthocyathus,langae,NE,N/A,NE,,N/A
952,Labyrinthocyathus limatulus,Labyrinthocyathus,limatulus,NE,N/A,NE,,N/A
953,Labyrinthocyathus quaylei,Labyrinthocyathus,quaylei,NE,N/A,NE,,N/A
954,Leiopathes acanthophora,Leiopathes,acanthophora,NE,N/A,NE,,N/A
955,Leiopathes annosa,Leiopathes,annosa,NE,N/A,NE,,N/A
956,Leiopathes bullosa,Leiopathes,bullosa,NE,N/A,NE,,N/A
957,Leiopathes expansa,Leiopathes,expansa,NE,N/A,NE,,N/A
958,Leiopathes glaberrima,Leiopathes,glaberrima,NE,N/A,NE,,N/A
959,Leiopathes grimaldii,Leiopathes,grimaldii,NE,N/A,NE,,N/A
960,Leiopathes montana,Leiopathes,montana,NE,N/A,NE,,N/A
961,Leiopathes secunda,Leiopathes,secunda,NE,N/A,NE,,N/A
962,Leiopathes valdiviae,Leiopathes,valdiviae,NE,N/A,NE,,N/A
963,Leptopenus antarcticus,Leptopenus,antarcticus,NE,N/A,NE,,N/A
964,Leptopenus discus,Leptopenus,discus,NE,N/A,NE,,N/A
965,Leptopenus hypocoelus,Leptopenus,hypocoelus,NE,N/A,NE,,N/A
966,Leptopenus solidus,Leptopenus,solidus,NE,N/A,NE,,N/A
967,Leptopsammia britannica,Leptopsammia,britannica,NE,N/A,NE,,N/A
968,Leptopsammia chevalieri,Leptopsammia,chevalieri,NE,N/A,NE,,N/A
969,Leptopsammia columna,Leptopsammia,columna,NE,N/A,NE,,N/A
970,Leptopsammia crassa,Leptopsammia,crassa,NE,N/A,NE,,N/A
971,Leptopsammia formosa,Leptopsammia,formosa,NE,N/A,NE,,N/A
972,Leptopsammia poculum,Leptopsammia,poculum,NE,N/A,NE,,N/A
973,Leptopsammia pruvoti,Leptopsammia,pruvoti,NE,N/A,NE,,N/A
974,Leptopsammia queenslandiae,Leptopsammia,queenslandiae,NE,N/A,NE,,N/A
975,Leptopsammia stokesiana,Leptopsammia,stokesiana,NE,N/A,NE,,N/A
976,Leptopsammia trinitatis,Leptopsammia,trinitatis,NE,N/A,NE,,N/A
977,Leptoseris troglodyta,Leptoseris,troglodyta,NE,N/A,NE,,N/A
978,Lillipathes lillei,Lillipathes,lillei,NE,N/A,NE,,N/A
979,Lillipathes quadribrachiata,Lillipathes,quadribrachiata,NE,N/A,NE,,N/A
980,Lillipathes ritamariae,Lillipathes,ritamariae,NE,N/A,NE,,N/A
981,Lillipathes wingi,Lillipathes,wingi,NE,N/A,NE,,N/A
982,Lissotrochus curvatus,Lissotrochus,curvatus,NE,N/A,NE,,N/A
983,Lochmaeotrochus gardineri,Lochmaeotrochus,gardineri,NE,N/A,NE,,N/A
984,Lochmaeotrochus oculeus,Lochmaeotrochus,oculeus,NE,N/A,NE,,N/A
985,Lophelia pertusa,Lophelia,pertusa,EN,N/A,01/10/2014,,https://apiv3.iucnredlist.org/api/v3/website/Lophelia%20pertusa
986,Madracis asanoi,Madracis,asanoi,NE,N/A,NE,,N/A
987,Madracis asperula,Madracis,asperula,NE,N/A,NE,,N/A
988,Madracis auretenra,Madracis,auretenra,NE,N/A,NE,,N/A
989,Madracis brueggemanni,Madracis,brueggemanni,NE,N/A,NE,,N/A
990,Madracis carmabi,Madracis,carmabi,NE,N/A,NE,,N/A
991,Madracis decactis,Madracis,decactis,NE,N/A,NE,,N/A
992,Madracis formosa,Madracis,formosa,NE,N/A,NE,,N/A
993,Madracis fragilis,Madracis,fragilis,NE,N/A,NE,,N/A
994,Madracis hellana,Madracis,hellana,NE,N/A,NE,,N/A
995,Madracis interjecta,Madracis,interjecta,NE,N/A,NE,,N/A
996,Madracis kauaiensis,Madracis,kauaiensis,NE,N/A,NE,,N/A
997,Madracis kirbyi,Madracis,kirbyi,NE,N/A,NE,,N/A
998,Madracis myriaster,Madracis,myriaster,NE,N/A,NE,,N/A
999,Madracis pharensis,Madracis,pharensis,NE,N/A,NE,,N/A
1000,Madracis profunda,Madracis,profunda,NE,N/A,NE,,N/A
1001,Madracis senaria,Madracis,senaria,NE,N/A,NE,,N/A
1002,Madrepora arbuscula,Madrepora,arbuscula,NE,N/A,NE,,N/A
1003,Madrepora astroites,Madrepora,astroites,NE,N/A,NE,,N/A
1004,Madrepora carolina,Madrepora,carolina,NE,N/A,NE,,N/A
1005,Madrepora minutiseptum,Madrepora,minutiseptum,NE,N/A,NE,,N/A
1006,Madrepora oculata,Madrepora,oculata,NE,N/A,NE,,N/A
1007,Madrepora porcellana,Madrepora,porcellana,NE,N/A,NE,,N/A
1008,Metallogorgia macrospina,Metallogorgia,macrospina,NE,N/A,NE,,N/A
1009,Metallogorgia melanotrichos,Metallogorgia,melanotrichos,NE,N/A,NE,,N/A
1010,Metallogorgia splendens,Metallogorgia,splendens,NE,N/A,NE,,N/A
1011,Metallogorgia tenuis,Metallogorgia,tenuis,NE,N/A,NE,,N/A
1012,Monohedotrochus capitolii,Monohedotrochus,capitolii,NE,N/A,NE,,N/A
1013,Monohedotrochus circularis,Monohedotrochus,circularis,NE,N/A,NE,,N/A
1014,Monohedotrochus epithecatus,Monohedotrochus,epithecatus,NE,N/A,NE,,N/A
1015,Monomyces pygmaea,Monomyces,pygmaea,NE,N/A,NE,,N/A
1016,Monomyces rubrum,Monomyces,rubrum,NE,N/A,NE,,N/A
1017,Narella abyssalis,Narella,abyssalis,NE,N/A,NE,,N/A
1018,Narella alaskensis,Narella,alaskensis,NE,N/A,NE,,N/A
1019,Narella alata,Narella,alata,NE,N/A,NE,,N/A
1020,Narella allmani,Narella,allmani,NE,N/A,NE,,N/A
1021,Narella alvinae,Narella,alvinae,NE,N/A,NE,,N/A
1022,Narella ambigua,Narella,ambigua,NE,N/A,NE,,N/A
1023,Narella arbuscula,Narella,arbuscula,NE,N/A,NE,,N/A
1024,Narella aurantiaca,Narella,aurantiaca,NE,N/A,NE,,N/A
1025,Narella bayeri,Narella,bayeri,NE,N/A,NE,,N/A
1026,Narella bellissima,Narella,bellissima,NE,N/A,NE,,N/A
1027,Narella biannulata,Narella,biannulata,NE,N/A,NE,,N/A
1028,Narella bowersi,Narella,bowersi,NE,N/A,NE,,N/A
1029,Narella calamus,Narella,calamus,NE,N/A,NE,,N/A
1030,Narella candidae,Narella,candidae,NE,N/A,NE,,N/A
1031,Narella clavata,Narella,clavata,NE,N/A,NE,,N/A
1032,Narella compressa,Narella,compressa,NE,N/A,NE,,N/A
1033,Narella cristata,Narella,cristata,NE,N/A,NE,,N/A
1034,Narella dampieri,Narella,dampieri,NE,N/A,NE,,N/A
1035,Narella dichotoma,Narella,dichotoma,NE,N/A,NE,,N/A
1036,Narella ferula,Narella,ferula,NE,N/A,NE,,N/A
1037,Narella fordi,Narella,fordi,NE,N/A,NE,,N/A
1038,Narella gaussi,Narella,gaussi,NE,N/A,NE,,N/A
1039,Narella gigas,Narella,gigas,NE,N/A,NE,,N/A
1040,Narella gilberti,Narella,gilberti,NE,N/A,NE,,N/A
1041,Narella gilchristi,Narella,gilchristi,NE,N/A,NE,,N/A
1042,Narella grandiflora,Narella,grandiflora,NE,N/A,NE,,N/A
1043,Narella hawaiiensis,Narella,hawaiiensis,NE,N/A,NE,,N/A
1044,Narella horrida,Narella,horrida,NE,N/A,NE,,N/A
1045,Narella hypsocalyx,Narella,hypsocalyx,NE,N/A,NE,,N/A
1046,Narella irregularis,Narella,irregularis,NE,N/A,NE,,N/A
1047,Narella japonensis,Narella,japonensis,NE,N/A,NE,,N/A
1048,Narella japonicus,Narella,japonicus,NE,N/A,NE,,N/A
1049,Narella laxa,Narella,laxa,NE,N/A,NE,,N/A
1050,Narella leilae,Narella,leilae,NE,N/A,NE,,N/A
1051,Narella megalepis,Narella,megalepis,NE,N/A,NE,,N/A
1052,Narella merga,Narella,merga,NE,N/A,NE,,N/A
1053,Narella mesolepis,Narella,mesolepis,NE,N/A,NE,,N/A
1054,Narella mosaica,Narella,mosaica,NE,N/A,NE,,N/A
1055,Narella muzikae,Narella,muzikae,NE,N/A,NE,,N/A
1056,Narella obscura,Narella,obscura,NE,N/A,NE,,N/A
1057,Narella orientalis,Narella,orientalis,NE,N/A,NE,,N/A
1058,Narella ornata,Narella,ornata,NE,N/A,NE,,N/A
1059,Narella parva,Narella,parva,NE,N/A,NE,,N/A
1060,Narella pauciflora,Narella,pauciflora,NE,N/A,NE,,N/A
1061,Narella regularis,Narella,regularis,NE,N/A,NE,,N/A
1062,Narella spectabilis,Narella,spectabilis,NE,N/A,NE,,N/A
1063,Narella speighti,Narella,speighti,NE,N/A,NE,,N/A
1064,Narella studeri,Narella,studeri,NE,N/A,NE,,N/A
1065,Narella valentine,Narella,valentine,NE,N/A,NE,,N/A
1066,Narella vermifera,Narella,vermifera,NE,N/A,NE,,N/A
1067,Narella versluysi,Narella,versluysi,NE,N/A,NE,,N/A
1068,Narella virgosa,Narella,virgosa,NE,N/A,NE,,N/A
1069,Nicella americana,Nicella,americana,NE,N/A,NE,,N/A
1070,Nicella carinata,Nicella,carinata,NE,N/A,NE,,N/A
1071,Nicella deichmannae,Nicella,deichmannae,NE,N/A,NE,,N/A
1072,Nicella dichotoma,Nicella,dichotoma,NE,N/A,NE,,N/A
1073,Nicella flabellata,Nicella,flabellata,NE,N/A,NE,,N/A
1074,Nicella flagellum,Nicella,flagellum,NE,N/A,NE,,N/A
1075,Nicella goreaui,Nicella,goreaui,NE,N/A,NE,,N/A
1076,Nicella gracilis,Nicella,gracilis,NE,N/A,NE,,N/A
1077,Nicella granifera,Nicella,granifera,NE,N/A,NE,,N/A
1078,Nicella guadalupensis,Nicella,guadalupensis,NE,N/A,NE,,N/A
1079,Nicella hebes,Nicella,hebes,NE,N/A,NE,,N/A
1080,Nicella lanceolata,Nicella,lanceolata,NE,N/A,NE,,N/A
1081,Nicella laxa,Nicella,laxa,NE,N/A,NE,,N/A
1082,Nicella magna,Nicella,magna,NE,N/A,NE,,N/A
1083,Nicella multiramosa,Nicella,multiramosa,NE,N/A,NE,,N/A
1084,Nicella obesa,Nicella,obesa,NE,N/A,NE,,N/A
1085,Nicella robusta,Nicella,robusta,NE,N/A,NE,,N/A
1086,Nicella spicula,Nicella,spicula,NE,N/A,NE,,N/A
1087,Nicella toeplitzae,Nicella,toeplitzae,NE,N/A,NE,,N/A
1088,Narella vulgaris,Narella,vulgaris,NE,N/A,NE,,N/A
1089,Nomlandia californica,Nomlandia,californica,NE,N/A,NE,,N/A
1090,Notocyathus conicus,Notocyathus,conicus,NE,N/A,NE,,N/A
1091,Notocyathus venustus,Notocyathus,venustus,NE,N/A,NE,,N/A
1092,Notophyllia etheridgi,Notophyllia,etheridgi,NE,N/A,NE,,N/A
1093,Notophyllia hecki,Notophyllia,hecki,NE,N/A,NE,,N/A
1094,Notophyllia piscacauda,Notophyllia,piscacauda,NE,N/A,NE,,N/A
1095,Notophyllia recta,Notophyllia,recta,NE,N/A,NE,,N/A
1096,Oculina arbuscula,Oculina,arbuscula,NE,N/A,NE,,N/A
1097,Oculina varicosa,Oculina,varicosa,VU,N/A,Jan-08,,https://apiv3.iucnredlist.org/api/v3/website/Oculina%20varicosa
1098,Oulangia bradleyi,Oulangia,bradleyi,NE,N/A,NE,,N/A
1099,Oulangia cyathiformis,Oulangia,cyathiformis,NE,N/A,NE,,N/A
1100,Oulangia stokesiana,Oulangia,stokesiana,NE,N/A,NE,,N/A
1101,Oxysmilia corrugata,Oxysmilia,corrugata,NE,N/A,NE,,N/A
1102,Oxysmilia rotundifolia,Oxysmilia,rotundifolia,NE,N/A,NE,,N/A
1103,Paracalyptrophora carinata  ,Paracalyptrophora,carinata  ,NE,N/A,NE,,N/A
1104,Paracalyptrophora duplex  ,Paracalyptrophora,duplex  ,NE,N/A,NE,,N/A
