country,iso3,species,species_id,source_id
Vanuatu,VUT,Ceriops tagal,27,1
Vanuatu,VUT,Excoecaria agallocha,31,1
Vanuatu,VUT,Heritiera littoralis,35,1
Vanuatu,VUT,Lumnitzera littorea,38,1
Vanuatu,VUT,Rhizophora apiculata,44,1
Vanuatu,VUT,Rhizophora mucronata,45,1
Vanuatu,VUT,Rhizophora samoensis,46,1
Vanuatu,VUT,Rhizophora lamarckii,48,1
Vanuatu,VUT,Sonneratia alba,52,1
Vanuatu,VUT,Sonneratia caseolaris,54,1
Vanuatu,VUT,Sonneratia gulngai,58,1
Vanuatu,VUT,Xylocarpus granatum,61,1
Wallis and Futuna,WLF,Acrostichum aureum,3,1
Wallis and Futuna,WLF,Bruguiera gymnorrhiza,18,1
Wallis and Futuna,WLF,Rhizophora samoensis,46,1
Wallis and Futuna,WLF,Rhizophora stylosa,47,1
Samoa,WSM,Bruguiera gymnorrhiza,18,1
Samoa,WSM,Rhizophora samoensis,46,1
Samoa,WSM,Rhizophora stylosa,47,1
Samoa,WSM,Xylocarpus granatum,61,1
Yemen,YEM,Avicennia marina,13,1
Yemen,YEM,Rhizophora mucronata,45,1
South Africa,ZAF,Acrostichum aureum,3,1
South Africa,ZAF,Avicennia marina,13,1
South Africa,ZAF,Bruguiera gymnorrhiza,18,1
South Africa,ZAF,Ceriops tagal,27,1
South Africa,ZAF,Lumnitzera racemosa,39,1
South Africa,ZAF,Sonneratia alba,52,1
Cocos (Keeling) Islands,CCK,Pemphis acidula,43,1
Cocos (Keeling) Islands,CCK,Rhizophora apiculata,44,1
Norfolk Island,NFK,Excoecaria agallocha,31,1
French Polynesia,PYF,Rhizophora stylosa,47,1
French Polynesia,PYF,Acrostichum aureum,3,1
"Hong Kong Special Administrative Region of China, the",HKG,Kandelia obovata,37,1
"Hong Kong Special Administrative Region of China, the",HKG,Avicennia marina,13,1
"Hong Kong Special Administrative Region of China, the",HKG,Acanthus ilicifolius,2,1
"Hong Kong Special Administrative Region of China, the",HKG,Aegiceras corniculatum,8,1
Macao Special Administrative Region of China,MAC,Avicennia marina,13,1
Macao Special Administrative Region of China,MAC,Acanthus ilicifolius,2,1
Tokelau ,TKL,Pemphis acidula,43,1
